Position,Bill,LastName,FirstName,Role,Organization,City,State
For,SB 1696,Houston,Joshua,Counsel,Texas Impact,Austin,TX
For,SB 1696,Quinzi,Patty,Counsel,TX-American Federation of Teachers,Austin,TX
For,SB 1696,Romo,Joel,Affairs),Texana Public Affairs)  (Texas Action For Healthy Kids,Brenham,TX
For,SB 1698,Bush,Olivia,,Self; Catholic Charities' Women Veteran Services,Houston,TX
For,SB 1698,Vasquez,Regina,,Self,San marcos,TX
For,SB 1698,Jones,Lashondra,,Self; Catholic Charities,Houston,TX
For,SB 1698,Kizer,Kay,,Catholic Charities,Houston,TX
For,SB 1698,Ray,Alisha,Ms,Self,Houston,TX
For,SB 1705,Smoot,Jeanne,Strategy,Tahirih Justice Center,Houston,TX
For,SB 1705,Crockett,Sarah,Coordinator,Texas CASA,Austin,TX
For,SB 1705,Francis,Will,,National Association of Social Workers - Texas Chapter,Austin,TX
For,SB 1705,Guerra,Tracey,,Self,Austin,TX
For,SB 1705,Hettinger,Ann,Director,Self; Center for the Preservation of Ameican ideals,Rockwall,TX
For,SB 1705,Houston,Joshua   General Counsel,Counsel,Texas Impact,Austin,TX
For,SB 1705,,,,Self,Round rock,TX
For,SB 1709,Hammond,Terry W.,Association,Texas Guardianship Assn,Cedar Park,TX
For,SB 1709,Walker,Clifford A.,Program,Friends for Life,Leander,TX
For,SB 1709,Herman,Guy,County,Self,Austin,TX
For,SB 1709,Herman,Guy,Texas,Statutory Probate Courts of Texas,Austin,TX
For,SB 1709,Hopper,Craig,,,,
For,SB 1709,,,,"REPTL) Section, State Bar of Texas  (Self; Self (guardianship and probate attorney)",Austin,TX
For,SB 1709,Johnson,Lee,Director,Texas Council of Community Centers,Austin,TX
For,SB 1709,Masey,Chris,Specialist,Coalition of Texans with Disabilities,Austin,TX
For,SB 1709,Yanas,Christine,Relations,,San Antonio,TX
For,SB 1710,Lewis,Kathryn,Attorney,Disability Rights Texas,Austin,TX
For,SB 1710,Masey,Chris,Specialist,Coalition of Texans with Disabilities,Austin,TX
For,SB 1710,Hammond,Terry W.,President,Texas Guardianship Association,Cedar Park,TX
For,SB 1710,Herman,Guy,Court,Self,Austin,TX
For,SB 1710,Herman,Guy,Texas,Statutory Probate Courts of Texas,Austin,TX
For,SB 1710,Hopper,Craig,,,,
For,SB 1710,,,,"REPTL) Section, State Bar  (Self (probate and guardianship attorney)",Austin,TX
For,SB 1710,Johnson,Lee,Director,Texas Council of Community Centers,Austin,TX
For,SB 1710,Yanas,Christine,Affairs,Methodist Healthcare Ministries of South Texas,San Antonio,TX
For,SB 1713,Bercu,Steven,BookPeople,BookPeople,Austin,TX
For,SB 1713,Lavine,Dick,"Cub   Retail Jewelry, Diamonds","Center for Public Policy Priorities), Austin Root, Cub   Retail Jewelry, Diamonds  (Kirk Root Designs",Austin Root,"Cub   Retail Jewelry, Diamonds  (Kirk Root Designs), Austin, TX"
For,SB 1713,Sullivan,Jerry,Camera,Precision Camera,,
Against,SB 1713,Kennedy,John,Analyst,,,
On,SB 1713,Reynolds,Brad,Estimation,Texas Comptroller of Public Accounts,Austin,TX
For,SB 1713,Bratton,Tracy A.,Engineer,International Council of Shopping Centers,,
For,SB 1713,Crenwelge,Janiece,Consultant,,,
For,SB 1713,Igo,Shanna,John   Economist,"Texas Municipal League) Kroll, John   Economist  (MuniServices",Austin,TX
For,SB 1713,Sheer,Jim,Assoc.,Texas Retailers Assoc.,,
For,SB 1713,Spilman,Annie,director,National Federation of Independent Business / Texas,Austin,TX
Against,SB 1713,Brandt,Joshua,Coordinator,TechNet,Austin,TX
On,SB 1713,Mendoza-Quiroz,Julio,Analyst,Comptroller of Public Accounts,,
On,SB 1713,Prosser,Nancy,David   State tax consulting,"Comptroller of Public Accounts) Somerville, David   State tax consulting  (Self",Cedar Park,TX
For,SB 1727,Carlton,John,Counsel,Texas State Association of Fire and Emergency Districts,Austin,TX
For,SB 1727,Carlton,John,Counsel,Hill County Emergency Services District No. 2,Austin,TX
For,SB 1728,Shaw,Riley,Division,Tarrant County Criminal District Attorneys Office,Fort Worth,TX
For,SB 1728,Williams,Thomas,,Self,Fort Worth,TX
On,SB 1728,Deitch,Michele,Lecturer,Self,Austin,TX
For,SB 1728,Baggett,Donnis,President,Texas Press Association,Austin,TX
For,SB 1728,Giardino,Vincent,Attorney,Tarrant County District Attorney's Office,Fort Worth,TX
For,SB 1728,Hall,Jennifer,,Self,Fort Worth,TX
For,SB 1728,Moore,Brandon,Liaison,Texas Young Republican Federation,Bedford,TX
For,SB 1728,Schneider,Michael,Affairs,Texas Association of Broadcasters,Austin,TX
For,SB 1728,Shannon,Kelley,Director,Freedom of Information Foundation of Texas,Austin,TX
Against,SB 1728,Cummings,Patricia,Counsel,Self,Austin,TX
Against,SB 1728,Williams,Mark,Officer,Tom Green County and Texas Probation and Texas Probation Association,San Angelo,TX
On,SB 1728,Carter,William,Chief,Lubbock County Juvenile Justice Association of Officers,Lubbock,TX
On,SB 1728,Singer,Kaci,Attorney,Texas Juvenile Justice Department,Austin,TX
On,SB 1729,Darr,Shyra,Policy,Texas Facilities Commission,Austin,TX
For,SB 1731,Cahn,Adam,,Cahnman's Musings,Austin,TX
On,SB 1732,Chacon,Michael,Director,TxDOT,Austin,TX
For,SB 1732,Smith,Arianna,Affairs,"Combined Law Enforcement Associations of Texas, CLEAT",Austin,TX
Against,SB 1733,Bresnen,Steve,,El Paso County,Austin,TX
Against,SB 1733,Gonzalez,Ana,,Workers Defense Project,Austin,TX
Against,SB 1733,Moreno,Celina,Attorney,MALDEF,San Antonio,TX
Against,SB 1733,Simpson,Matt,,ACLU of Texas,Austin,TX
On,SB 1733,Hearn,Skylor,Director,Texas Department of Public Safety,Austin,TX
On,SB 1733,Sumners,Robert,Filings,Texas Secretary of State,Austin,TX
For,SB 1736,Briscoe,Rick,Director,Open Carry Texas,San Antonio,TX
For,SB 1737,Ozuna,Jesse,Affairs,"City of Houston, Mayor's Office",Houston,TX
For,SB 1737,Perkins,Val,,City of Houston,Houston,TX
On,SB 1737,Bitter,Adam,General,Office of the Attorney General,Austin,TX
For,SB 1739,Brennan,Jim,Organ,Texas Coalition of Veterans Organizations,Austin,TX
For,SB 1739,Munoz,Leo,,Comcast,Austin,TX
For,SB 1739,Utzman,Aidan,,United Ways of Texas,Austin,TX
For,SB 1742,Max,Alisa,Mgr.,Harris County Engineering Department,Houston,TX
For,SB 1742,Lee,Donald,Director,Texas Conference of Urban Counties,Austin,TX
For,SB 1742,Mendez,Mark,Administrator,Tarrant County,Ft. Worth,TX
For,SB 1742,Shannon,Melissa,Director,,,
For,SB 1742,Short,Jim,Lobbyist,"Harris County, Texas",Fulshear,TX
For,SB 1743,Givens,Ashley,Hospital,Self; TOPDD,Dallas,TX
For,SB 1743,Hansch,Greg,Illness,Self; National Alliance on Mental Illness (NAMI) Texas,Austin,TX
For,SB 1743,Meyer,Jonathan,Dr.,Self,San Antonio,TX
For,SB 1743,Tijerina,Mary,Dr.,Self; Texas Office for Prevention of Developmental Disabilities,San Marcos,TX
On,SB 1743,Horton,Colleen,Program,Self; Hogg Foundation gor Mental Health,Austin,TX
For,SB 1743,Barillas,Dr. Katherine,Policy,One Voice Texas,Houston,TX
For,SB 1743,Borel,Dennis,,Coalition of Texans with Disabilities,Austin,TX
For,SB 1743,Crockett,Sarah,Coordinator,Texas CASA,Austin,TX
For,SB 1743,Francis,Will,,National Association of Social Workers - Texas Chapter,Austin,TX
For,SB 1743,Murphy,Kate,associate,Texans care for children,Austin,TX
For,SB 1743,Patel,Dimple,Analyst,Texprotects,Dallas,TX
For,SB 1743,Sokol,Marian,Dr,Self,Texas,TX
For,SB 1743,Stewart,Kevin,,Texas Nurses Association,Austin,TX
For,SB 1743,Switzer,Gyl,,Mental health america of texas,Austin,TX
For,SB 1743,Travis,Clayton,Advocacy,Texas Pediatric Society,Austin,TX
On,SB 1743,Davies,Leah,Director,TOPDD,Austin,TX
On,SB 1743,Muth,Stephanie,Commissioner,Health and Human Services Commission,Austin,TX
On,SB 1743,Sharkis,Janet,Director,Texas Office for Prevention of Ddevelopmental Disabilities,Austin,TX
For,SB 1745,Kieschnick,Kevin,Collector,,,
For,SB 1745,Gonzalez,Daniel,Julia   Consultant,"Texas Association of Realtors), Austin Parenteau, Julia   Consultant  (TX Assn of Realtors",Austin Parenteau,"Julia   Consultant  (TX Assn of Realtors), Austin, TX"
For,SB 1745,Rathgeber,Julia,"Bruce   Tax Assessor, Travis County","Assin of Electric Companies of Texas), Austin Elfant, Bruce   Tax Assessor, Travis County  (Self",Austin Elfant,"Bruce   Tax Assessor, Travis County  (Self) , Aus, TX"
For,SB 1758,Barillas,Dr katherine,policy,One voice texas,Houston,TX
For,SB 1758,Belseth,Tymothy,,Self,Austin,TX
For,SB 1758,Crockett,Sarah,Coordinator,Texas CASA,Austin,TX
On,SB 1758,Kromrei,Liz,Services,Dept of Family and Protective Services,Austin,TX
For,SB 1758,Borel,Dennis,,Coalition of Texans with Disabilities,Austin,TX
For,SB 1758,Francis,Will,,National Association of Social Workers - Texas Chapter,Austin,TX
For,SB 1758,Kimberly,Knox,Relations,Upbring,Austin,TX
For,SB 1758,Murphy,Kate,associate,Texans care for children,Austin,TX
For,SB 1758,Patel,Dimple,Analyst,Texprotects,Dallas,TX
For,SB 1758,Thurston,James,Engagement,United Ways of Texas,Austin,TX
On,SB 1758,Carmical,Audrey,Counsel,Dept of Family and Protective Services,Austin,TX
For,SB 1760,Castillo,Joseph,sales,Treaty Oak Brewing and Distilling Co,Dripping springs,TX
For,SB 1760,Garrison,Dan,Owner/Operator,Self; Garrison Brothers Distillery,Austin,TX
For,SB 1760,Cameron,Michael,President,Texas Distilled Spirits Assocition,Austin,TX
For,SB 1760,Salinas,Joanna,,Self; Still Austin Whiskey Co,Austin,TX
For,SB 1760,Shilling,Mark,Co-founder/Owner,Self; Revolution Spirits Distilling Co.,Austin,TX
For,SB 1760,Simmons,Carrie,,Texas Distilled Spirits Association,Austin,TX
Against,SB 1760,Floyd,Robert,,Southern Glazer's,Austin,TX
Against,SB 1760,Lively,Lance,,Texas Package Stores Association,Austin,TX
Against,SB 1760,McGarry,Mignon,Consultant,Republic national distributing company,Austin,TX
Against,SB 1760,Spilman,Tom,President,Wholesale Beer Distributors of Texas,Austin,TX
On,SB 1760,Graham,Thomas,Practices,Texas Alcoholic Beverage Commission,Austin,TX
On,SB 1763,Slayton,David,Director,Office of Court Administration,Austin,TX
On,SB 1763,Willing,Seana,Director,Texas Ethics Commission,Austin,TX
On,SB 1763,Yinson,Eric,Director,State Comm'n on Judicial Conduct,Austin,TX
For,SB 1764,Herman,Guy,Court,Self,Austin,TX
For,SB 1764,Masey,Chris,Specialist,Coalition of Texans with Disabilities,Austin,TX
For,SB 1764,Herman,Guy,Texas,Statutory Probate Courts of Texas,Austin,TX
For,SB 1764,Hopper,Craig,,,,
For,SB 1764,,,,REPTL) Section of State Bar of Texas  (Self (probate and guardianship attorney),Austin,TX
For,SB 1764,Johnson,Lee,Director,Texas Council of Community Centers,Austin,TX
For,SB 1764,Lewis,Kathryn,Attorney,Disability Rights Texas,Austin,TX
For,SB 1764,Yanas,Christine,Affairs,Methodist Healthcare Ministries of South Texas,San Antonio,TX
On,SB 1764,Fernandez,Linda,Opportunities,Comptroller,Austin,TX
For,SB 1767,Bellinger,Christie,,Self,,
For,SB 1767,Cahn,Adam,,Cahnman's Musings,,
For,SB 1767,Norman,Scott,,Texas Association of Builders,,
For,SB 1767,Pacheco,Michael,,Texas Farm Bureau,,
For,SB 1767,Parenteau,Julia,,Texas Association of Realtors,,
For,SB 1767,Gonzalez,Daniel,Consultant,,,
For,SB 1767,McLaurin,Kaleb,Affairs,Texas and Southwestern Cattle Raisers Assn.,Austin,TX
For,SB 1767,Parenteau,Julia,consultant,Texas Association of Realtors,Austin,TX
For,SB 1767,Rathgeber,Julia,Felicia,"Assn of Electric Companies of Texas) Wright, Felicia    (Texas Assn. of Builders",Austin,TX
For,SB 1780,Huff,Jim,Judge,Live Oak County,George West,TX
On,SB 1781,Gardner,David,Officer,Texas Higher Education Coordinating Board,Austin,TX
On,SB 1781,Peebles,Rex,Commissioner,Texas Higher Education Coordinating Board,Austin,TX
For,SB 1782,Banks,Yannis,,Texas NAACP,Austin,TX
For,SB 1782,Garcia,Michael,,Texas Association of Manufacturers,Austin,TX
For,SB 1782,Goodsheller,Miranda,Affairs,Texas Association of Business,Austin,TX
For,SB 1782,Meador,Dustin,,Texas Association of Community Colleges,Austin,TX
For,SB 1782,Yancy,Justin,President,Texas Business Leadership Council,Austin,TX
On,SB 1782,Eklund,Julie,Commissioner,Texas Higher Education Coordinating Board,Austin,TX
For,SB 1784,Williamson,Daniel,,Rice University,,
For,SB 1784,Bergland,Jennifer,,Texas Computer Education Association,,
For,SB 1784,Hochberg,Scott,,Self; Rice university,,
For,SB 1784,Hughes,Luann,,"Self; Temple Independent School District, Texas Computer Education Association",,
For,SB 1784,McDonald,Brenda,,Self; Anderson-Shiro CISD,,
On,SB 1784,Byer,Von,,Texas education agency,,
For,SB 1784,Williamson,Daniel,Director,"Open Stax, Rice University",Houston,TX
For,SB 1784,Bergland,Jennifer,Relations,Texas Computer Education Association,Georgetown,TX
Against,SB 1784,Gamez,Elise,,Edgenuity,Austin,TX
Against,SB 1784,Waggoner,Pamela,Trustee,Self,Austin,TX
Against,SB 1784,Nichols,Colby,Counsel,Instructional Material Coordinators' Assoc. of TX,Austin,TX
For,SB 1785,Quinzi,Patty,Counsel,TX-American Federation of Teachers,Austin,TX
Against,SB 1785,Hinojosa,David,Member,TX Latino Education Coalition,San Antonio,TX
For,SB 1785,Arnold,Ellen,Affairs,Texas PTA,Austin,TX
For,SB 1785,Eaton,Holly,Advocacy,TX Classroom Teachers Assoc.,Austin,TX
For,SB 1785,Grey,John,Austin,Texas State Teachers Assoc.,Austin,TX
For,SB 1786,,,,N/A,San Antonio,TX
For,SB 1786,Garcia,Veronica,Affairs,Texas Charter Schools Association,Austin,TX
Against,SB 1786,Grey,John,Specialist,Texas State Teachers Association,Austin,TX
On,SB 1787,Ghahremani,Kay,CEO,Texas Association of Community Health Plans,Austin,TX
For,SB 1787,Calvert,Jess,,Texas Dental Association,Austin,TX
On,SB 1787,Bowen,Stuart,General,Health and Human Services Inspector General,Austin,TX
On,SB 1787,D'Souza,Anita,,Health and Human Services Inspector General,Austin,TX
On,SB 1787,Johnson,Dirk,,Health and Human Services Inspector General,Austin,TX
For,SB 1793,Jones,Chris,Coordinator,Combined Law Enforcement Associations of Texas,Austin,TX
For,SB 1794,Arnold,Ellen,,Texas PTA,Austin,TX
On,SB 1794,Booker,Jerel,Commissioner,Texas Higher Education Coordinating Board,Austin,TX
For,SB 1799,Torres,George,Guaranteed,Texas Guaranteed Student Loan Corporation,Round Rock,TX
For,SB 1799,Martinez,Ray,Texas,Independent Colleges and Universities of Texas (ICUT),Austin,TX
On,SB 1799,Puls,Charles,Commissioner,Texas Higher Education Coordnating Board,Austin,TX
For,SB 1801,Aleman,Steven,Specialist,Disability Rights Texas,Austin,TX
For,SB 1801,Masey,Chris,Specialist,Coalition of Texans with Disabilities,Austin,TX
For,SB 1801,Wilson,Columba,,Self,San Antonio,TX
On,SB 1801,Craven,Morgan,project,Texas Appleseed,Austin,TX
For,SB 1801,Baggett,Donnis,Director,Texas Press Association,Austin,TX
For,SB 1801,Banks,Yannis,,Texas NAACP,Austin,TX
For,SB 1801,Gerken,Lauren,Intern,Self,Austin,TX
For,SB 1801,Grey,John,Specialist,Texas State Teachers Association,Austin,TX
For,SB 1801,Quinzi,Patty,Counsel,TX-American Federation of Teachers,Austin,TX
For,SB 1801,Sanders,Jolene,Manager,Easterseals Central TX,Austin,TX
For,SB 1801,Switzer,Gyl,Director,Mental Health America of Texas,Austin,TX
For,SB 1804,Flores,Michael,,City of South Padre Island,South Padre Island,TX
For,SB 1804,Guthrie,Susan,,City of South Padre Island,South Padre Island,TX
For,SB 1804,Munarriz,Paul,,City of South Padre Island,South Padre Island,TX
On,SB 1805,Bodisch,Robert,Director,Texas Department of Public Safety,Austin,TX
For,SB 1805,Campirano,Eduardo,Director,Port of Brownsville,Brownsville,TX
For,SB 1806,Rauls,Joy,Director,,Austin,TX
For,SB 1806,Barillas,Dr. Katherine,Policy,One Voice Texas,Houston,TX
For,SB 1806,Crockett,Sarah,Coordinator,Texas CASA,Austin,TX
For,SB 1806,Houston,Joshua,Counsel,Texas Impact,Austin,TX
For,SB 1806,Johnson,Noel,,TMPA,Austin,TX
For,SB 1806,Kimberly,Knox,Relations,Upbring,Austin,TX
For,SB 1806,Murphy,Kate,associate,Texans care for children,Austin,TX
For,SB 1806,Patel,Dimple,Analyst,Texprotects,Dallas,TX
For,SB 1806,Thurston,James,Engagement,United Ways of Texas,Austin,TX
On,SB 1806,Gilliam,Camille,Permanency,Dept of Family and Protective Services,Austin,TX
On,SB 1807,Bowie,Renearl,Director,Dept. of Public Safety,Austin,TX
For,SB 1813,Martinez,Ray,Texas,Independent Colleges and Universities of Texas (ICUT),Austin,TX
On,SB 1813,Booker,Jerel,Commissioner,Texas Higher Education Coordinating Board,Austin,TX
On,SB 1820,Johnson,Ed,Director,Harris County Clerk's Office,Houston,TX
On,SB 1820,Maxey,Glen,Director,Texas Democratic Party,Austin,TX
For,SB 1822,Levin,Marc,,Texas Public Policy Foundation Center for Effective Justice,Austin,TX
For,SB 1823,Baggett,Donnis,President,Texas Press Association,Austin,TX
For,SB 1823,England,Brian,Attorney,City of Garland,Garland,TX
For,SB 1823,Bedecarre,Kathryn,,Austin Justice Coalition,Austin,TX
For,SB 1823,Jones,James,Sgt.,San Antonio Police Department,San Antonio,TX
For,SB 1823,Moore,Chas,President,Austin Justice Coalition,Austin,TX
For,SB 1823,Schneider,Michael,Affairs,Texas Association of Broadcasters,Austin,TX
For,SB 1823,Selbrede,Kathleen,,Self,Georgetown,TX
For,SB 1823,Shannon,Kelley,Director,Freedom of Information Foundation of Texas,Austin,TX
For,SB 1824,Cohen,Derek,Director,Texas Public Policy Foundation,Austin,TX
For,SB 1824,Gidseg,Joey,,Austin Justice Coalition,Austin,TX
For,SB 1830,Boyd,Stephen,Affairs,Peloton Technology,Mountain View,CA
On,SB 1830,Nordloh,Chris,Major,Texas DPS,Austin,TX
For,SB 1830,Findeisen,Les,Policy,Texas Trucking Association,Austin,TX
For,SB 1830,Pitts,"Jr., John",,UPS,Austin,TX
On,SB 1830,Anderson,Darran,Innovation,Texas Department of Transportation,Austin,TX
For,SB 1831,Ginn,"PhD, Vance",Economist,Texas Public Policy Foundation,,
For,SB 1831,Foundation) Gonzales,Dax,,Texas Association of School Boards,Austin,TX
On,SB 1831,Foster,John,(TSSWCB,TSSWCB (Soil & Water Board),Temple,TX
On,SB 1834,Hopmann,Randy,Operations,Texas Department of Transportation,Austin,TX
For,SB 1834,Bokros,Kathleen,,Self,Georgetown,TX
For,SB 1834,Dixon,Don,Engineer,Self,San Antonio,TX
For,SB 1834,Hall,Terri,Director,Texas TURF/Texans for Toll-Free Highways,San Antonio,TX
On,SB 1836,Slayton,David,Director,Office of Court Administration,Austin,TX
For,SB 1836,Cohen,Derek,Director,Texas Public Policy Foundation,Austin,TX
For,SB 1836,Craven,Morgan,,Texas Appleseed,Austin,TX
For,SB 1836,Gidseg,Joey,,Austin Justice Coalition,Austin,TX
For,SB 1836,Rose,Lauren,Policy,Texans Care for Children,Austin,TX
For,SB 1836,Switzer,Gyl,Director,Mental Health America of Texas,Austin,TX
For,SB 1837,Chavez,Melissa M.,President/Superintendent,University of Texas Charter School System,Austin,TX
On,SB 1837,Parkerson,Mark,UT-Tyler,UT-Tyler,Tyler,TX
For,SB 1837,Fernandez,Martha,Advocacy,Texas Charter Schools Association,Austin,TX
For,SB 1838,Garza,Richard,Superintendent,"Houston Gateway Academy, Inc.",Hou.,TX
For,SB 1838,Koger,Thomas,CEO,Jubilee Academic Center,San Antonio,TX
For,SB 1838,Penning,Dr. Francisco,Development,Houston Gateway Academy,Humble,TX
For,SB 1838,,,,,,
For,SB 1838,Nishimura,Christine,Counsel,Texas Charter Schools Association,Austin,TX
For,SB 1839,Malone,Mary,,Self,,
On,SB 1839,Fitzpatrick,John,,Educate Texas/CFT,,
On,SB 1839,Hinojosa,David,,Texas Latino Education Coalition,,
For,SB 1839,Ewing,Diane,,Texans Care for Children,,
For,SB 1839,Garbutt,Liz,,Children's Defense Funs-Texas,,
For,SB 1839,Goodsheller,Miranda,,Texas Association of Business,,
For,SB 1839,Greenhaw,Lanet,,Dallas Regional Chamber,,
For,SB 1839,Greenhaw,Lanet,,Dallas Regional Chamber,,
For,SB 1839,Hebert,Bryan,,United Ways of Texas,,
For,SB 1839,Herring,Megan,,First 3 Years,,
For,SB 1839,Herring,Megan,,Stand for Children,,
For,SB 1839,Herring,Megan,,The Commit Partnership,,
For,SB 1839,Herring,Megan,,Early Matters Dallas,,
For,SB 1839,Herring,Megan,,"Success By 6, United Way for Greater Austin",,
For,SB 1839,Herring,Megan,,Children at Risk,,
For,SB 1839,Herring,Megan,,Dallas ISD,,
For,SB 1839,Pitts,John R.,R.,United Way of Metro Dallas,,
For,SB 1839,Pitts,John R.,R.,Dallas Early Education Alliance,,
For,SB 1839,Pitts,John R.,R.,Momentous Institute,,
For,SB 1839,Rau,Seth,,San Antonio ISD,,
For,SB 1839,Sobel,Lindsay,,Self,,
For,SB 1839,Ward,Kyle,,Texas PTA,,
For,SB 1839,Watts,Jenna,,Deans For Impact,,
