FullText,Position,Bill,LastName,FirstName,Role,Organization,City,State
"Terra, Greg (Self; Texas Center for Defense of Life)",For,HB 2858,Terra,Greg,,Self; Texas Center for Defense of Life,,
"Vatterott, Judy (Self; Life Advocates)",For,HB 2858,Vatterott,Judy,,Self; Life Advocates,,
"Wright, Kyleen (Self; Twxans for Life)",For,HB 2858,Wright,Kyleen,,Self; Twxans for Life,,
"Hays, Susan (Self)",On,HB 2858,Hays,Susan,,Self,,
"Horne, Emily (Self; Texas Right to Life)",On,HB 2858,Horne,Emily,,Self; Texas Right to Life,,
"Levario, Lena (Self)",On,HB 2858,Levario,Lena,,Self,,
"Prior, Andy (Self; Equal Protection for Posterity)",On,HB 2858,Prior,Andy,,Self; Equal Protection for Posterity,,
"Seago, John (Self; Texas Right to Life)",On,HB 2858,Seago,John,,Self; Texas Right to Life,,
"Cooper, Deirdre (Self; Texas Alliance for Life)",For,HB 2858,Cooper,Deirdre,,Self; Texas Alliance for Life,,
"Hettinger, Ann (Self; Center for the Preservation of American Ideals)",For,HB 2858,Hettinger,Ann,,Self; Center for the Preservation of American Ideals,,
"Ponte, Emily (Self; Foundation for Life)",For,HB 2858,Ponte,Emily,,Self; Foundation for Life,,
"Townsend, Linda (CHRISTUS Health)",For,HB 2858,Townsend,Linda,,CHRISTUS Health,,
"Townsend, Linda (Texas Catholic Health Association)",For,HB 2858,Townsend,Linda,,Texas Catholic Health Association,,
"Wheatley, Elisabeth (Self; Texas Alliance for Life)",For,HB 2858,Wheatley,Elisabeth,,Self; Texas Alliance for Life,,
"Blanton, Dana (Self)",Against,HB 2858,Blanton,Dana,,Self,,
"Garcia-Ditta, Alexa (Self)",Against,HB 2858,Garcia-Ditta,Alexa,,Self,,
"Hernandez, Steven (Self)",Against,HB 2858,Hernandez,Steven,,Self,,
"McFarland, Jane (League of Women Voters of Texas)",Against,HB 2858,McFarland,Jane,,League of Women Voters of Texas,,
"Norris, Sarah (Self)",Against,HB 2858,Norris,Sarah,,Self,,
"Huss, Jonathan (Dept of State Health Services)",On,HB 2858,Huss,Jonathan,,Dept of State Health Services,,
"Waldron, Patrick (Texas department of state health services)",On,HB 2858,Waldron,Patrick,,Texas department of state health services,,
"Athas, Douglas (City of Garland)",For,HB 2861,Athas,Douglas,,City of Garland,,
"Aubin, Richard (City of Garland, Texas)",For,HB 2861,Aubin,Richard,,"City of Garland, Texas",,
"Goodsheller, Miranda (Texas Association of Business)",For,HB 2861,Goodsheller,Miranda,,Texas Association of Business,,
"Green, Renee (Alamo RMA and Bexar County)",For,HB 2861,Green,Renee,,Alamo RMA and Bexar County,,
"Heiligenstein, Mike (Central texas regional mobility authority)",For,HB 2861,Heiligenstein,Mike,,Central texas regional mobility authority,,
"Sepulveda, Pete (Cameron County Regional Mobility Authority)",For,HB 2861,Sepulveda,Pete,,Cameron County Regional Mobility Authority,,
"Bokros, Kathleen (Self)",Against,HB 2861,Bokros,Kathleen,,Self,,
"Cubria, Melissa (Self)",Against,HB 2861,Cubria,Melissa,,Self,,
"Davis, Kelly (Self; Save Our Springs Alliance)",Against,HB 2861,Davis,Kelly,,Self; Save Our Springs Alliance,,
"Hall, Terri (Self; Texas TuRF, Texans for Toll-free Highways)",Against,HB 2861,Hall,Terri,,"Self; Texas TuRF, Texans for Toll-free Highways",,
"Bass, James (Texas Department of Transportation)",On,HB 2861,Bass,James,,Texas Department of Transportation,,
"Baker, John (City of Garland)",For,HB 2861,Baker,John,,City of Garland,,
"Benavides, Sofia (Cameron County Precinct 1)",For,HB 2861,Benavides,Sofia,,Cameron County Precinct 1,,
"Bird, Brandi (Dallas Regional Mobility Coalition)",For,HB 2861,Bird,Brandi,,Dallas Regional Mobility Coalition,,
"Boyer, Victor (San Antonio Mobility Coalition)",For,HB 2861,Boyer,Victor,,San Antonio Mobility Coalition,,
"Bushell, Gary (Self; Alliance for I-69 Texas)",For,HB 2861,Bushell,Gary,,Self; Alliance for I-69 Texas,,
"Bushell, Gary (Self; I-14/Gulf Coast Hihway Coalition)",For,HB 2861,Bushell,Gary,,Self; I-14/Gulf Coast Hihway Coalition,,
"Cain, Randy (City of Dallas)",For,HB 2861,Cain,Randy,,City of Dallas,,
"Campbell, Drew (Dallas Regional Mobility Coalition)",For,HB 2861,Campbell,Drew,,Dallas Regional Mobility Coalition,,
"Campbell, Drew (North Texas Commission)",For,HB 2861,Campbell,Drew,,North Texas Commission,,
"Campos, Lorena (San Antonio Chamber of Commerce)",For,HB 2861,Campos,Lorena,,San Antonio Chamber of Commerce,,
"Cassidy, C. Brian (Real Estate Council of Austin)",For,HB 2861,Cassidy,C.,,Real Estate Council of Austin,,
"Cassidy, C. Brian (Alamo RMA, Camino Real RMA, Cameron County RMA, North East Texas RMA, Central Texas RMA, Grayson County RMA, Webb County-City of Laredo RMA)",For,HB 2861,Cassidy,C.,,"Alamo RMA, Camino Real RMA, Cameron County RMA, North East Texas RMA, Central Texas RMA, Grayson County RMA, Webb County-City of Laredo RMA",,
"Castillo, Evelyn C. (Hidalgo County RMA)",For,HB 2861,Castillo,Evelyn,C.,Hidalgo County RMA,,
"Cavazos, C. Leroy (San Antonio Mobility Coalition)",For,HB 2861,Cavazos,C.,,San Antonio Mobility Coalition,,
"Cavazos, Ramiro (Alamo Regional Mobility Authority)",For,HB 2861,Cavazos,Ramiro,,Alamo Regional Mobility Authority,,
"Coyle, Jeff (City of San Antonio)",For,HB 2861,Coyle,Jeff,,City of San Antonio,,
"Dimas, Brianna (San Antonio Hispanic Chamber of Commerce)",For,HB 2861,Dimas,Brianna,,San Antonio Hispanic Chamber of Commerce,,
"Garza, David (Cameron County Precinct 3)",For,HB 2861,Garza,David,,Cameron County Precinct 3,,
"Haywood, Scott (HNTB Corporation)",For,HB 2861,Haywood,Scott,,HNTB Corporation,,
"Hilderbrand, Mark (Self; Kiewit Infrastructure Group)",For,HB 2861,Hilderbrand,Mark,,Self; Kiewit Infrastructure Group,,
"Hutchison, Chelsy (Real estate council of san antonio)",For,HB 2861,Hutchison,Chelsy,,Real estate council of san antonio,,
"Kaspar, MA (Self)",For,HB 2861,Kaspar,MA,,Self,,
"Kearns, Dennis (Transportation Advocates of Texas, Board Chair)",For,HB 2861,Kearns,Dennis,,"Transportation Advocates of Texas, Board Chair",,
"Kennedy, John (Downtown Austin Alliance)",For,HB 2861,Kennedy,John,,Downtown Austin Alliance,,
"Laborde, Blanca (The Real Estate Council (Dallas))",For,HB 2861,Laborde,Blanca,(The Real Estate Council,The Real Estate Council (Dallas),,
"Luedtke, Paul (Self; City of Garland)",For,HB 2861,Luedtke,Paul,,Self; City of Garland,,
"Manchester, Douglas (Self; Fairmont Austin)",For,HB 2861,Manchester,Douglas,,Self; Fairmont Austin,,
"Martinez Schaefer, Virginia (Dallas regional chamber)",For,HB 2861,Martinez Schaefer,Virginia,,Dallas regional chamber,,
"McCarley, James (Dallas Regional Mobility Coalition)",For,HB 2861,McCarley,James,,Dallas Regional Mobility Coalition,,
"Mendez, Mark (Tarrant County)",For,HB 2861,Mendez,Mark,,Tarrant County,,
"O'Ryan, Anne (AAA Texas)",For,HB 2861,O'Ryan,Anne,,AAA Texas,,
"Patterson, TJ (City of Fort Worth)",For,HB 2861,Patterson,TJ,,City of Fort Worth,,
"Ramirez, Richard (Self; FirsSouthwest, a Division of Hilltop Securities)",For,HB 2861,Ramirez,Richard,,"Self; FirsSouthwest, a Division of Hilltop Securities",,
"Reed, Charles (Dallas County Commissioners Court)",For,HB 2861,Reed,Charles,,Dallas County Commissioners Court,,
"Reilly, Wendy (HID Global)",For,HB 2861,Reilly,Wendy,,HID Global,,
"Rove, Karen (AGC of Texas)",For,HB 2861,Rove,Karen,,AGC of Texas,,
"Russell, Megan (Self)",For,HB 2861,Russell,Megan,,Self,,
"Scheberle, Drew (The Greater Austin Chamber of Commerece)",For,HB 2861,Scheberle,Drew,,The Greater Austin Chamber of Commerece,,
"Short, Jim (Houston real estate council)",For,HB 2861,Short,Jim,,Houston real estate council,,
"Suhm, Vic (Tarrant Regional Transportation Coalition)",For,HB 2861,Suhm,Vic,,Tarrant Regional Transportation Coalition,,
"Taylor, Kim (Self; Park 35)",For,HB 2861,Taylor,Kim,,Self; Park 35,,
"Van de Putte, Leticia (Zachry Corporation)",For,HB 2861,Van de Putte,Leticia,,Zachry Corporation,,
"Weist, Jon (City of Irving)",For,HB 2861,Weist,Jon,,City of Irving,,
"Willhite, Christy (Capital Metro)",For,HB 2861,Willhite,Christy,,Capital Metro,,
"Willhite, Joe (WSP | Parsons Brinckerhoff)",For,HB 2861,Willhite,Joe,,WSP | Parsons Brinckerhoff,,
"Williams, B. J. (City of Garland)",For,HB 2861,Williams,B.,,City of Garland,,
"Brown, Rayford (Self)",Against,HB 2861,Brown,Rayford,,Self,,
"Cahn, Adam (Cahnman's Musings)",Against,HB 2861,Cahn,Adam,,Cahnman's Musings,,
"Cargill, Michael (Texans for Accountable Government)",Against,HB 2861,Cargill,Michael,,Texans for Accountable Government,,
"Cervantes, Brady (Self)",Against,HB 2861,Cervantes,Brady,,Self,,
"Curtis, Linda (Self; Independent Txans.org)",Against,HB 2861,Curtis,Linda,,Self; Independent Txans.org,,
"Easton, Darl (Self)",Against,HB 2861,Easton,Darl,,Self,,
"Easton, Darl (Self)",Against,HB 2861,Easton,Darl,,Self,,
"Glass, Tom (Self)",Against,HB 2861,Glass,Tom,,Self,,
"Hemphill, Coleman (Self)",Against,HB 2861,Hemphill,Coleman,,Self,,
"Hettinger, Ann (Self)",Against,HB 2861,Hettinger,Ann,,Self,,
"Johnson, Lauren (Self)",Against,HB 2861,Johnson,Lauren,,Self,,
"May, Vincent (Self)",Against,HB 2861,May,Vincent,,Self,,
"McGeary, Judith (Self)",Against,HB 2861,McGeary,Judith,,Self,,
"Shields, Margot (Self)",Against,HB 2861,Shields,Margot,,Self,,
"Tillman, Calvin (Self; League of Independent Voters of Texas)",Against,HB 2861,Tillman,Calvin,,Self; League of Independent Voters of Texas,,
"Miller, Damon (Dairy Farmers of America)",For,HB 2862,Miller,Damon,,Dairy Farmers of America,,
"Turley, Darren (Texas Association of Dairymen)",For,HB 2862,Turley,Darren,,Texas Association of Dairymen,,
"Allison, Jim (County Judges and Commissioners Association of Texas)",Against,HB 2862,Allison,Jim,,County Judges and Commissioners Association of Texas,,
"Esparza, John (Texas Trucking Association)",For,HB 2862,Esparza,John,,Texas Trucking Association,,
"Reaves, Jim (Texas Farm Bureau)",For,HB 2862,Reaves,Jim,,Texas Farm Bureau,,
"Terrell, James (Select Milk Producers, Inc.)",For,HB 2862,Terrell,James,,"Select Milk Producers, Inc.",,
"Turner, Robert (Self; Texas poultry federation)",For,HB 2862,Turner,Robert,,Self; Texas poultry federation,,
"Bearden, Jerry (Self; Mason County)",Against,HB 2862,Bearden,Jerry,,Self; Mason County,,
"Dillard, David (Concho county)",Against,HB 2862,Dillard,David,,Concho county,,
"Keyes, Tom (Self; Gaines County, TX)",Against,HB 2862,Keyes,Tom,,"Self; Gaines County, TX",,
"Mendez, Mark (Tarrant County)",Against,HB 2862,Mendez,Mark,,Tarrant County,,
"Thompson, Rick (Texas Association of Counties)",Against,HB 2862,Thompson,Rick,,Texas Association of Counties,,
"Archer, Jimmy (Texas Department of Motor Vehicles)",On,HB 2862,Archer,Jimmy,,Texas Department of Motor Vehicles,,
"Marek, Mark (TxDOT)",On,HB 2862,Marek,Mark,,TxDOT,,
"McKee, Scott (TxDMV)",On,HB 2862,McKee,Scott,,TxDMV,,
"Rose, Lauren (Texans Care for Children)",For,HB 2863,Rose,Lauren,,Texans Care for Children,,
"Shaw, Riley (Self)",For,HB 2863,Shaw,Riley,,Self,,
"Williams, Mark (Self; Texas Probation Association, Tom Green County and the six rural counties that border Tom Green)",For,HB 2863,Williams,Mark,,"Self; Texas Probation Association, Tom Green County and the six rural counties that border Tom Green",,
"Arnold, Ellen (Texas PTA)",For,HB 2863,Arnold,Ellen,,Texas PTA,,
"Berry, Traci (Goodwill Central Texas)",For,HB 2863,Berry,Traci,,Goodwill Central Texas,,
"Craven, Morgan (Texas Appleseed)",For,HB 2863,Craven,Morgan,,Texas Appleseed,,
"Henning, Lori (Texas Association of Goodwills)",For,HB 2863,Henning,Lori,,Texas Association of Goodwills,,
"Holik, Haley (Texas Public Policy Foundation)",For,HB 2863,Holik,Haley,,Texas Public Policy Foundation,,
"Hubner, Chris (TCJPD)",For,HB 2863,Hubner,Chris,,TCJPD,,
"Johnson, Kameron (Self)",For,HB 2863,Johnson,Kameron,,Self,,
"Reyes, Nellie (Self; Texas Juvenile Justice Providers Association)",For,HB 2863,Reyes,Nellie,,Self; Texas Juvenile Justice Providers Association,,
"Mata, Jill (Texas Juvenile Justice Dept)",On,HB 2863,Mata,Jill,,Texas Juvenile Justice Dept,,
"Singer, Kaci (Texas Juvenile Justice Department)",On,HB 2863,Singer,Kaci,,Texas Juvenile Justice Department,,
"Thomas, Nydia (Texas Juvenile Justice Department)",On,HB 2863,Thomas,Nydia,,Texas Juvenile Justice Department,,
"Russell, Claudia (El Paso County)",For,HB 2869,Russell,Claudia,,El Paso County,,
"Cahn, Adam (Cahnman's Musings)",Against,HB 2871,Cahn,Adam,,Cahnman's Musings,,
"Villarreal, Roberto (Hidalgo county judge)",For,HB 2875,Villarreal,Roberto,,Hidalgo county judge,,
"Trusty, Christopher (Garland Police Department)",For,HB 2880,Trusty,Christopher,,Garland Police Department,,
"England, Brian (City of Garland)",For,HB 2880,England,Brian,,City of Garland,,
"Koegler, Brenda (Self; League of Women Voters of Texas)",For,HB 2880,Koegler,Brenda,,Self; League of Women Voters of Texas,,
"Ward, Kyle (Texas PTA)",For,HB 2880,Ward,Kyle,,Texas PTA,,
"Belew, Kara (Tea)",On,HB 2880,Belew,Kara,,Tea,,
"Stoltz, Candace (TEA)",On,HB 2880,Stoltz,Candace,,TEA,,
"Edmonds, Shannon    (Texas District & County Attorneys Assn.), Austin, TX",On,HB 2880,Edmonds,Shannon,,Texas District & County Attorneys Assn.,Austin,TX
"Embney, Ty    (City of Garland), Austin, TX",For,HB 2880,Embney,Ty,,City of Garland,Austin,TX
"Martin, Ross (Old Celina MMD)",For,HB 2881,Martin,Ross,,Old Celina MMD,,
"Martin, Ross    (Winstead PC), Dallas, TX",For,HB 2881,Martin,Ross,,Winstead PC,Dallas,TX
"Joseph, Zenobia (Self)",For,HB 2883,Joseph,Zenobia,,Self,,
"Smith, Douglas (Texas Criminal Justice Coalition)",For,HB 2883,Smith,Douglas,,Texas Criminal Justice Coalition,,
"Smith, Reginald (Self; Communities for Recovery)",For,HB 2883,Smith,Reginald,,Self; Communities for Recovery,,
"Gonzalez, Ruben (432nd Judicial District Court)",On,HB 2883,Gonzalez,Ruben,,432nd Judicial District Court,,
"Iles, Leighton (Self; Tarrant co cscd)",On,HB 2883,Iles,Leighton,,Self; Tarrant co cscd,,
"Rodriguez, Manny (Texas department of criminal justice)",On,HB 2883,Rodriguez,Manny,,Texas department of criminal justice,,
"Bernhardt, Rebecca (Texas Fair Defense Project)",For,HB 2883,Bernhardt,Rebecca,,Texas Fair Defense Project,,
"Berry, Traci (Goodwill Central Texas)",For,HB 2883,Berry,Traci,,Goodwill Central Texas,,
"DeWitt, Cathy (Texas Association of Business)",For,HB 2883,DeWitt,Cathy,,Texas Association of Business,,
"Francis, Will (National Association of Social Workers - Texas Chapter)",For,HB 2883,Francis,Will,,National Association of Social Workers - Texas Chapter,,
"Freeman, Kathryn (Christian Life Commission)",For,HB 2883,Freeman,Kathryn,,Christian Life Commission,,
"Glod, Greg (Texas Public Policy Foundation)",For,HB 2883,Glod,Greg,,Texas Public Policy Foundation,,
"Henning, Lori (Texas Association of Goodwills)",For,HB 2883,Henning,Lori,,Texas Association of Goodwills,,
"Hudson, Nicholas (American Civil Liberties Union of Texas)",For,HB 2883,Hudson,Nicholas,,American Civil Liberties Union of Texas,,
"Kelly, William (Self)",For,HB 2883,Kelly,William,,Self,,
"Moore, Chas (Self; Austin justice coalition)",For,HB 2883,Moore,Chas,,Self; Austin justice coalition,,
"Oertel, Lauren (Self; Austin justice coalition)",For,HB 2883,Oertel,Lauren,,Self; Austin justice coalition,,
"Owens, Trey (Texas criminal justice coalition)",For,HB 2883,Owens,Trey,,Texas criminal justice coalition,,
"Price, Annette (Self; Austin/Travis County Reentry)",For,HB 2883,Price,Annette,,Self; Austin/Travis County Reentry,,
"Reagan, Katy (Alliance for Safety & Justice)",For,HB 2883,Reagan,Katy,,Alliance for Safety & Justice,,
"Renaud, Jorge (Self; Texas advocates for justice)",For,HB 2883,Renaud,Jorge,,Self; Texas advocates for justice,,
"Taylor, Latosha (Self; Grassroots Leadership)",For,HB 2883,Taylor,Latosha,,Self; Grassroots Leadership,,
"Lewis, Bill (Mothers Against Drunk Driving)",Against,HB 2883,Lewis,Bill,,Mothers Against Drunk Driving,,
"Fuchs, Rebecca (Self; Texas Association of Health Physical Education Recreation and Dance)",For,HB 2884,Fuchs,Rebecca,,Self; Texas Association of Health Physical Education Recreation and Dance,,
"Lauter, Lisa (Self; Healthy Living Matters and Spring Branch ISD SHAC Parents and children)",For,HB 2884,Lauter,Lisa,,Self; Healthy Living Matters and Spring Branch ISD SHAC Parents and children,,
"Reed-Hirsch, Kelly (Self; Harris County School Health Leadership Group)",For,HB 2884,Reed-Hirsch,Kelly,,Self; Harris County School Health Leadership Group,,
"Roberts, Rocaille (Self; Healthy Living Matters)",For,HB 2884,Roberts,Rocaille,,Self; Healthy Living Matters,,
"Floyd, Robert (Texas music educators association and texas coalition for quality arts education)",Against,HB 2884,Floyd,Robert,,Texas music educators association and texas coalition for quality arts education,,
"Alexander, Troy (Texas Medical Association)",For,HB 2884,Alexander,Troy,,Texas Medical Association,,
"Bocchini, Claire (Self)",For,HB 2884,Bocchini,Claire,,Self,,
"Bufkin, Alice (Healthy Futures of Texas)",For,HB 2884,Bufkin,Alice,,Healthy Futures of Texas,,
"Cheng, Albert (Harris County Public Health)",For,HB 2884,Cheng,Albert,,Harris County Public Health,,
"Kenderdine, Marshall (Texas Academy of Family Physicians)",For,HB 2884,Kenderdine,Marshall,,Texas Academy of Family Physicians,,
"Kohler, Adriana (Texans Care for Children)",For,HB 2884,Kohler,Adriana,,Texans Care for Children,,
"Posey, Dan (Baylor Scott & White Health)",For,HB 2884,Posey,Dan,,Baylor Scott & White Health,,
"Romo, Joel (The Cooper Institute)",For,HB 2884,Romo,Joel,,The Cooper Institute,,
"Sheffield, Heather (Self)",For,HB 2884,Sheffield,Heather,,Self,,
"Travis, Clayton (Texas Pediatric Society)",For,HB 2884,Travis,Clayton,,Texas Pediatric Society,,
"Utzman, Aidan (United Ways of Texas)",For,HB 2884,Utzman,Aidan,,United Ways of Texas,,
"Ward, Kyle (Texas PTA)",For,HB 2884,Ward,Kyle,,Texas PTA,,
"Anderson, David (Arlington ISD Board of Trustees)",Against,HB 2884,Anderson,David,,Arlington ISD Board of Trustees,,
"Beneski, Amy (Texas Association of School Administrators)",Against,HB 2884,Beneski,Amy,,Texas Association of School Administrators,,
"Bergland, Jennifer (Texas Computer Education Association)",Against,HB 2884,Bergland,Jennifer,,Texas Computer Education Association,,
"Carney, Dee (Texas School Alliance)",Against,HB 2884,Carney,Dee,,Texas School Alliance,,
"Haenisch, Barry (Texas Association of Community Schools)",Against,HB 2884,Haenisch,Barry,,Texas Association of Community Schools,,
"Nichols, Colby (Texas Rural Education Association)",Against,HB 2884,Nichols,Colby,,Texas Rural Education Association,,
"Belew, Kara (Tea)",On,HB 2884,Belew,Kara,,Tea,,
"Martinez, Monica (Texas Education Agency)",On,HB 2884,Martinez,Monica,,Texas Education Agency,,
"Ramos, Shelly (Texas Education Agency)",On,HB 2884,Ramos,Shelly,,Texas Education Agency,,
"Fremgen, Laurie (Self; Association of Texas Midwives)",For,HB 2886,Fremgen,Laurie,,Self; Association of Texas Midwives,,
"Neusse Barlow, Chelsea (Self; Family Rights Advocacy)",For,HB 2886,Neusse Barlow,Chelsea,,Self; Family Rights Advocacy,,
"Alexander, Troy (Texas Medical Association)",For,HB 2886,Alexander,Troy,,Texas Medical Association,,
